id,vendor_id,model,jpg_url,h264_url,mjpg_url,resolution,shape,onvif,psia,ptz,infrared,varifocal,sd_card,upnp,created_at,updated_at,model_slug,audio_io,default_username,default_password,more_info,discontinued,wifi,poe,audio_url,official_url
2094,canon,vb-h41,,,,1920x1080,Other,t,f,t,f,f,t,f,27:01.8,27:01.8,vb-h41,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-H41/index.aspx
2095,canon,vb-m40,,,,1280x960,Other,t,f,t,f,f,t,f,27:02.0,27:02.0,vb-m40,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-M40/index.aspx
2096,canon,vb-c60,,,,1280x960,Other,t,f,t,f,f,f,f,27:02.2,27:02.2,vb-c60,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-C60
2097,canon,vb-s30d,,,,1920x1080,Dome,t,f,t,f,f,t,f,27:02.5,27:02.5,vb-s30d,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-S30D/Index.aspx
2098,canon,vb-s31d,,,,1920x1080,Dome,t,f,f,f,f,t,f,27:02.8,27:02.8,vb-s31d,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-S31D/Index.aspx
2099,canon,vb-s800d,,,,1920x1080,Dome,t,f,f,f,f,t,f,27:03.2,27:03.2,vb-s800d,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-S800D/
2100,canon,vb-h610ve,,,,1920x1080,Dome,t,f,f,f,f,t,f,27:03.5,27:03.5,vb-h610ve,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-H610VE/
2101,canon,vb-h610d,,,,1920x1080,Dome,t,f,f,f,f,t,f,27:04.0,27:04.0,vb-h610d,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-H610D/
2102,canon,vb-m600ve,,,,1280x960,Dome,t,f,f,f,f,t,f,27:04.5,27:04.5,vb-m600ve,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-M600VE/
2103,canon,vb-m600d,,,,1280x960,Dome,t,f,f,f,f,t,f,27:04.9,27:04.9,vb-m600d,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-M600D/
2104,canon,vb-s900f,,,,1920x1080,Box,t,f,f,f,f,t,f,27:05.5,27:05.5,vb-s900f,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-S900F/Index.aspx
2105,canon,vb-905f,,,,1280x960,Box,t,f,f,f,f,t,f,27:06.0,27:06.0,vb-905f,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB_S905F/Index.aspx
2106,canon,vb-h710f,,,,1920x1080,Box,t,f,f,f,f,t,f,27:06.2,27:06.2,vb-h710f,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-H710F/index.aspx
2107,canon,vb-m700f,,,,1280x960,Box,t,f,f,f,f,t,f,27:06.4,27:06.4,vb-m700f,t,root,camera,,f,f,t,,http://www.canon-europe.com/For_Home/Product_Finder/Web_Cameras/Web_Cameras/VB-M700F/index.aspx
2108,compro,compro_default,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,f,t,27:07.7,28:52.7,tn30,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn50/overview.html
2108,compro,tn30,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,f,t,27:07.7,28:52.7,tn30,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn50/overview.html
2109,compro,tn30w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,f,t,27:08.7,28:52.7,tn30w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn50/overview.html
2110,compro,tn50,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,t,t,27:09.6,28:52.7,tn50,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn50/overview.html
2111,compro,tn50w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,t,t,27:10.1,28:52.7,tn50w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn50/overview.html
2112,compro,tn60,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,t,t,27:10.6,28:52.8,tn60,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn60/overview.html
2113,compro,tn60w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,t,t,27:11.2,28:52.8,tn60w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn60/overview.html
2114,compro,tn65,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Cube,f,f,f,f,f,t,t,27:12.3,28:52.8,tn65,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn65/overview.html
2115,compro,tn70,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Cube,f,f,f,t,f,t,t,27:12.8,28:52.9,tn70,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn70/overview.html
2116,compro,tn80,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Cube,f,f,f,f,f,f,t,27:13.1,28:52.9,tn80,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn80/overview.html
2117,compro,tn80w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Cube,f,f,f,f,f,f,t,27:13.7,28:53.0,tn80w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn80/overview.html
2119,compro,tn95w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Cube,f,f,f,t,f,t,t,27:14.6,28:53.1,tn95w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn95/overview.html
2120,compro,tn96,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Cube,f,f,f,t,f,t,t,27:15.2,28:53.1,tn96,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn96/overview.html
2121,compro,tn96w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Cube,f,f,f,t,f,t,t,27:15.6,28:53.2,tn96w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn96/overview.html
2122,compro,tn96p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Cube,f,f,f,t,f,t,t,27:15.8,28:53.2,tn96p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn96/overview.html
2123,compro,tn500,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,f,t,27:16.0,28:53.2,tn500,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn500/index.html
2124,compro,tn500w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,f,t,27:16.2,28:53.3,tn500w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn500/index.html
2125,compro,tn540,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Other,f,f,f,t,f,t,t,27:16.5,28:53.3,tn540,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn540/index.html
2155,compro,ip60,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Cube,f,f,f,f,f,t,t,27:23.7,28:54.8,ip60,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/IP60/index.html
2139,compro,tn1500w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Bullet,f,f,f,t,f,f,t,27:19.8,28:54.8,tn1500w,f,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn1500/index.html
2126,compro,tn600,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,t,t,27:16.8,28:53.3,tn600,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn600/index.html
2127,compro,tn600w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,t,t,27:17.1,28:53.4,tn600w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn600/index.html
2128,compro,tn600r,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,t,t,27:17.3,28:53.4,tn600r,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn600r/index.html
2129,compro,tn600rw,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,t,t,27:17.6,28:53.5,tn600rw,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn600r/index.html
2130,compro,tn900,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Other,f,f,f,t,f,t,t,27:17.8,28:53.5,tn900,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn900/index.html
2131,compro,tn900w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Other,f,f,f,t,f,t,t,27:18.0,28:53.5,tn900w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn900/index.html
2132,compro,tn900p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Other,f,f,f,t,f,t,t,27:18.2,28:53.5,tn900p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn900/index.html
2133,compro,tn900r,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Other,f,f,f,t,f,t,t,27:18.5,28:53.6,tn900r,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn900r/index.html
2134,compro,tn900rw,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Other,f,f,f,t,f,t,t,27:18.6,28:53.6,tn900rw,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn900r/index.html
2135,compro,tn920,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Other,f,f,f,t,f,t,t,27:19.0,28:53.6,tn920,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn920/index.html
2136,compro,tn920w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Other,f,f,f,t,f,t,t,27:19.1,28:53.6,tn920w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn920/index.html
2137,compro,tn920p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Other,f,f,f,t,f,t,t,27:19.4,28:53.7,tn920p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn920/index.html
2141,compro,tn1600,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,f,f,t,27:20.2,28:53.7,tn1600,f,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn1600/index.html
2142,compro,tn1600w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,f,f,t,27:20.4,28:53.7,tn1600w,f,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/tn1600/index.html
2143,compro,tn1600p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,f,f,t,27:20.5,28:53.7,tn1600p,f,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn1600/index.html
2144,compro,tn2200,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Dome,f,f,f,f,f,t,t,27:20.7,28:53.8,tn2200,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn2200/index.html
2145,compro,tn3230,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Dome,f,f,f,t,t,t,t,27:21.0,28:53.8,tn3230,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn3230/index.html
2146,compro,tn4230,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,t,t,t,27:21.4,28:53.8,tn4230,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn4230/index.html
2147,compro,cs40,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,t,t,27:21.6,28:53.9,cs40,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/cs40/index.html
2148,compro,cs40w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Cube,f,f,f,t,f,t,t,27:22.0,28:53.9,cs40w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/cs40/index.html
2149,compro,cs80,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Cube,f,f,f,f,f,f,t,27:22.3,28:54.0,cs80,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/cs80/overview.html
2150,compro,cs400,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Bullet,f,f,f,t,f,f,t,27:22.5,28:54.0,cs400,f,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/cs400/overview.html
2151,compro,cs400p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Bullet,f,f,f,t,f,f,t,27:22.8,28:54.1,cs400p,f,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/cs400/overview.html
2152,compro,cs530,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,f,t,27:23.0,28:54.1,cs530,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/CS530/overview.html
2153,compro,cs530w,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,f,t,f,f,t,27:23.1,28:54.2,cs530w,t,,,,f,t,f,,http://www.comprousa.com/en/surveillance/product/CS530/overview.html
2154,compro,ip55,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Cube,f,f,f,f,f,t,t,27:23.4,28:54.2,ip55,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/IP55/index.html
2156,compro,ip70,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Cube,f,f,f,t,f,t,t,27:23.9,28:54.3,ip70,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/IP70/index.html
2157,compro,ip90,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Cube,f,f,f,t,f,t,t,27:24.3,28:54.3,ip90,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/ip90/index.html
2159,compro,ip400,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,f,f,t,27:24.8,28:54.4,ip400,f,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/ip400/index.html
2160,compro,ip400p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,f,f,t,27:24.9,28:54.5,ip400p,f,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/ip400/index.html
2161,compro,ip540,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Other,f,f,t,t,f,t,t,27:25.2,28:54.5,ip540,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/IP540/overview.html
2162,compro,ip540p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Other,f,f,t,t,f,t,t,27:25.3,28:54.5,ip540p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/IP540/overview.html
2163,compro,ip550,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Other,f,f,t,t,f,t,t,27:25.4,28:54.5,ip550,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/ip550/index.html
2164,compro,ip550p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Other,f,f,t,t,f,t,t,27:25.6,28:54.6,ip550p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/ip550/index.html
2165,compro,ip570,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Other,f,f,t,t,f,t,t,27:25.8,28:54.6,ip570,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/IP570/index.html
2166,compro,ip570p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Other,f,f,t,t,f,t,t,27:26.0,28:54.6,ip570p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/IP570/index.html
2167,compro,nc120,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Box,f,f,f,f,f,t,t,27:26.3,28:54.6,nc120,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC120_120R/index.html
2168,compro,nc120r,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Box,f,f,f,t,f,t,t,27:26.5,28:54.7,nc120r,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC120_120R/index.html
2169,compro,nc150,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Box,f,f,f,f,f,t,t,27:26.6,28:54.7,nc150,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC150_150R/index.html
2170,compro,nc150r,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Box,f,f,f,t,f,t,t,27:26.8,28:54.7,nc150r,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC150_150R/index.html
2140,compro,tn1500p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Bullet,f,f,f,t,f,f,t,27:20.0,28:54.7,tn1500p,f,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/tn1500/index.html
2171,compro,nc420,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Bullet,f,f,f,t,f,t,t,27:27.0,28:54.8,nc420,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC420/index.html
2172,compro,nc450,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x1024,Bullet,f,f,f,t,t,t,t,27:27.2,28:54.9,nc450,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC450/index.html
2173,compro,nc500,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Other,f,f,t,t,f,t,t,27:27.3,28:54.9,nc500,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/NC500/index.html
2174,compro,nc1200,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Box,f,f,f,t,f,t,t,27:27.4,28:54.9,nc1200,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/nc1200/overview.html
2175,compro,nc2200,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Dome,f,f,f,f,f,t,t,27:27.6,28:54.9,nc2200,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/nc2200/overview.html
2176,compro,nc3230,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Dome,f,f,f,t,t,t,t,27:27.8,28:55.0,nc3230,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/nc3230/overview.html
2177,compro,nc4230,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Bullet,f,f,f,t,t,t,t,27:27.9,28:55.0,nc4230,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/nc4230/overview.html
2138,compro,tn1500,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,640x480,Bullet,f,f,f,t,f,f,t,27:19.6,28:58.0,tn1500,f,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn1500/index.html
2118,compro,tn95,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1280x720,Cube,f,f,f,t,f,t,t,27:14.1,28:53.0,tn95,t,,,,f,f,f,,http://www.comprousa.com/en/surveillance/product/tn95/overview.html
2158,compro,ip90p,snapshot.jpg,medias[CHANNEL],mjpegStreamer.cgi,1600x1200,Cube,f,f,f,t,f,t,t,27:24.6,28:54.4,ip90p,t,,,,f,f,t,,http://www.comprousa.com/en/surveillance/product/ip90/index.html
2196,convision,convision_default,capture/ch[CHANNEL].jpg,,capture/ch<CHANNEL>.mjpg,720x576,Dome,f,f,t,f,f,f,t,27:33.7,27:33.7,cc-6337-g,t,admin,1234,,f,f,f,,http://www.convision.com/en/products/cameras/ip-cameras/
2196,convision,cc-6337-g,capture/ch[CHANNEL].jpg,,capture/ch<CHANNEL>.mjpg,720x576,Dome,f,f,t,f,f,f,t,27:33.7,27:33.7,cc-6337-g,t,admin,1234,,f,f,f,,http://www.convision.com/en/products/cameras/ip-cameras/
2197,convision,cc-6400-gw,capture/ch[CHANNEL].jpg,,capture/ch<CHANNEL>.mjpg,720x576,Dome,f,f,t,f,f,f,t,27:33.9,27:33.9,cc-6400-gw,t,admin,1234,,f,f,f,,http://www.convision.com/en/products/cameras/ip-cameras/
2198,convision,cc-6605dir-b,capture/ch[CHANNEL].jpg,,capture/ch<CHANNEL>.mjpg,720x576,Dome,f,f,f,t,f,f,t,27:34.1,27:34.1,cc-6605dir-b,t,admin,1234,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2199,convision,cc-6604dir-b,capture/ch[CHANNEL].jpg,,capture/ch<CHANNEL>.mjpg,720x576,Dome,f,f,f,t,f,f,t,27:34.2,27:34.2,cc-6604dir-b,t,admin,1234,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2200,convision,cc-6602-b,capture/ch[CHANNEL].jpg,,capture/ch<CHANNEL>.mjpg,720x576,Bullet,f,f,f,t,f,f,t,27:34.3,27:34.3,cc-6602-b,t,admin,1234,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2179,convision,cc-8722,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1280x1024,Dome,f,f,f,f,f,t,t,27:28.4,27:28.4,cc-8722,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2180,convision,cc-8213-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1280x1024,Dome,f,f,f,t,t,t,t,27:28.6,27:28.6,cc-8213-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2181,convision,cc-8313-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1280x1024,Dome,f,f,f,t,t,t,t,27:28.7,27:28.7,cc-8313-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2182,convision,cc-8413-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1280x1024,Bullet,f,f,f,t,f,t,t,27:29.0,27:29.0,cc-8413-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2183,convision,cc-8512-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1280x1024,Bullet,f,f,f,t,f,t,t,27:29.3,27:29.3,cc-8512-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2185,convision,cc-8233-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1920x1080,Dome,f,f,f,t,t,t,t,27:30.1,27:30.1,cc-8233-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2186,convision,cc-8732,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1920x1080,Dome,f,f,f,f,f,t,t,27:30.4,27:30.4,cc-8732,t,root,pass,,f,f,f,,http://www.convision.com/en/products/cameras/ip-cameras/
2187,convision,cc-8333-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1920x1080,Dome,f,f,f,t,t,t,t,27:30.7,27:30.7,cc-8333-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2188,convision,cc-8433-lm,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1920x1080,Bullet,f,f,f,t,f,t,t,27:30.9,27:30.9,cc-8433-lm,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2190,convision,cc-8262-pm,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,2048x1536,Dome,f,f,f,t,f,t,t,27:31.6,27:31.6,cc-8262-pm,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2192,convision,cc-8353-pm,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,2048x1536,Dome,f,f,f,t,f,t,t,27:32.2,27:32.2,cc-8353-pm,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2193,convision,cc-8453-pm,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,2048x1536,Bullet,f,f,f,t,f,t,t,27:32.5,27:32.5,cc-8453-pm,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2194,convision,cc-8552,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,2048x1536,Bullet,f,f,f,t,f,t,t,27:33.2,27:33.2,cc-8552,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2195,convision,cc-8644-5,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1920x1080,Dome,f,f,t,f,f,t,t,27:33.5,27:33.5,cc-8644-5,t,root,pass,,f,f,f,,http://www.convision.com/en/products/cameras/ip-cameras/
2184,convision,cc-8131-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1920x1080,Box,f,f,f,f,f,t,t,27:29.6,05:12.4,cc-8131-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2189,convision,cc-8151,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,2048x1536,Box,f,f,f,f,f,t,t,27:31.4,08:56.7,cc-8151,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2191,convision,cc-8171,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,2592x1920,Box,f,f,f,f,f,t,t,27:31.8,10:24.7,cc-8171,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2178,convision,cc-8111-l,config/jpeg.cgi,rtpvideo[CHANNEL].sdp,stream/mjpg.cgi,1280x1024,Box,f,f,f,f,f,t,t,27:28.3,04:14.3,cc-8111-l,t,root,pass,,f,f,t,,http://www.convision.com/en/products/cameras/ip-cameras/
2204,dericam,dericam_default,,,,1280x720,Bullet,t,f,f,t,f,f,t,27:35.6,27:35.6,h204w,f,admin,,,f,t,f,,http://dericam.net/Products_xl_sm.asp?id=26&i=2&a=0&typeid=11&typpid=20
